"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"v_nyor1246_332","mukuru","mukuru","nyaka","munyanya","nyaka","munyanya","nyina ento","mwhiwha","nyina ento","mwhiwha","nyinento","nyinarumi","nyinento","nyinarumi","omwana na nyinento","omwana na nyinento","omwana na nyinento","omwana na nyinento","muto","muto","mukuru","mukuru","munyanya","mwene","munyanya","mwene","mwhiwha","mwhiwha","mwhiwha","mwhiwha","nyinento","nyinarumi","nyinento","nyinarumi","omwana na nyinento","omwana na nyinento","omwana na nyinento","omwana na nyinento","muto","muto"
"v_oduu1239_333","naʔâ:j","ʔə̂:j","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","ʔă:w","kɛ̂:n kû:n kwɛ̂:","naʔâ:j","ʔə̂:j","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","tâj kɛ̂:n","ʔă:w","kɛ̂:n kû:n kwɛ̂:"
"v_olda1245_334","ʔaχā","χātā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","ʔaxā zʁērā","χātā zʁērtā","ʔaχā","χātā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","bar-dādā","ʔaxā zʁērā","χātā zʁērtā"
"v_oldh1241_337","bruoder","swester","fetirun-sun","ōheimes-sun","fetirun-sun","ōheimes-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","bruoder","swester","bruoder","swester","fetirun-sun","ōheimes-sun","fetirun-sun","ōheimes-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","fetirun-sun","bruoder","swester"
"v_oldn1244_339","brōðir","systir","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brōðir","systir","brōðir","systir","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brœðrungr","brōðir","systir"
"v_onaa1245_399","ḳayin","nahḳn","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","aʔč","aʔn","ḳayin","nahḳn","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","ḳayin","aʔč","aʔn"
"v_onto1237_343","'ave","ɧaŋau","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","'ave","ɧaŋau","ɧaŋau","'ave","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","'ave","ɧaŋau","ɧaŋau","'ave"
"v_opat1246_344","vapaci","cotziguat","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","voniguat","viniguat","vapaci","cotziguat","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","maguât","voniguat","viniguat"
"v_oriy1255_345","uparabhāi","attā","daddai-zia-bhauni","daddai puvabhai","kakkoi-zia-bhauni","kakkoi puva bhai","piusi-zia-bhauni","pivasi-puva-bhai","piusi-zia-bhauni","pivasi-puva-bhai","mamo-zia-bhauni","mamo-puva-bhai","mamo-zia-bhauni","mamo-puva-bhai","mausi-zia-bhauni","mausi-puva-bhai","mausi-zia-bhauni","mausi-puva-bhai","sa:nɔ bha:i","baḻā","uparabhāi","attā","daddai-zia-bhauni","daddai puvabhai","kakkoi-zia-bhauni","kakkoi puva bhai","piusi-zia-bhauni","pivasi-puva-bhai","piusi-zia-bhauni","pivasi-puva-bhai","mamo-zia-bhauni","mamo-puva-bhai","mamo-zia-bhauni","mamo-puva-bhai","mausi-zia-bhauni","mausi-puva-bhai","mausi-zia-bhauni","mausi-puva-bhai","sa:nɔ bha:i","baḻā"
"v_osse1243_347","æfsymær","kho","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","æfsymær","kho","æfsymær","kho","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","dyuuæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","kho æmæ æfsymæry zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","dyuuæ khoiy zænæg","æfsymær","kho"
"v_paez1247_374","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh","yakh-thẽʔh"
"v_pana1305_473","papi","patsi","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","tami","nammi","papi","patsi","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","samoppu","papi","samoppu","tami","tami","nammi"
"v_panj1256_352","vaDDaa pràà","vaDDii pàìN","cacerii pàìN","caceraa pràà","cacerii pàìN","caceraa pràà","phupherii pàìN","phupheraa pràà","phupherii pàìN","phupheraa pràà","mamerii pàìN","mameraa pràà","mamerii pàìN","mameraa pràà","maserii pàìN","maseraa pràà","maserii pàìN","maseraa pràà","choTaa pràà","choTii pàìN","vaDDaa pràà","vaDDii pàìN","cacerii pàìN","caceraa pràà","cacerii pàìN","caceraa pràà","phupherii pàìN","phupheraa pràà","phupherii pàìN","phupheraa pràà","mamerii pàìN","mameraa pràà","mamerii pàìN","mameraa pràà","maserii pàìN","maseraa pràà","maserii pàìN","maseraa pràà","choTaa pràà","choTii pàìN"
"v_pash1269_355","mʌšʌr ror","mʌšrɑ xor","kaká loer","tarbúr","kaká loer","tarbúr","ploranaiyé tèrprā","ploranai tèrpir","ploranaiyé tèrprā","ploranai tèrpir","nyoiye līr","nyoiye zyai","nyoiye līr","nyoiye zyai","mèranaiyé tèrprā","mèranai tèrpir","mèranaiyé tèrprā","mèranai tèrpir","kʌšʌr ror","kʌšrɑ xor","mʌšʌr ror","mʌšrɑ xor","kaká loer","tarbúr","kaká loer","tarbúr","ploranaiyé tèrprā","ploranai tèrpir","ploranaiyé tèrprā","ploranai tèrpir","nyoiye līr","nyoiye zyai","nyoiye līr","nyoiye zyai","mèranaiyé tèrprā","mèranai tèrpir","mèranaiyé tèrprā","mèranai tèrpir","kʌšʌr ror","kʌšrɑ xor"
"v_penr1237_458","tuangaane","tuakana","tuakana","tuangaane","teina","tuangaane","tuakana","tuangaane","teina","tuangaane","tuakana","tuangaane","teina","tuangaane","tuakana","tuangaane","teina","tuangaane","tuangaane","teina","tuakana","tuahine","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","teina","tuahine"
"v_phai1238_369","khuen ńjaj ʔaw khlɔŋ","khuən ńjaj ʔaw mɛ:","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuən ʔaw khlɔŋ","khu:n ʔaw mɛ:","khuen ńjaj ʔaw khlɔŋ","khuən ńjaj ʔaw mɛ:","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuan ńjaj","khuən ʔaw khlɔŋ","khu:n ʔaw mɛ:"
"v_phen1239_358","mukulu","mukulu","m'mue","m'mue","m'mue","m'mue","isoni","m'mue","isoni","m'mue","isoni","isoni","isoni","isoni","m'mue","m'mue","m'mue","m'mue","mukombo","mukombo","mukulu","mukulu","m'mue","m'mue","m'mue","m'mue","isoni","m'mue","isoni","m'mue","isoni","isoni","isoni","isoni","m'mue","m'mue","m'mue","m'mue","mukombo","mukombo"
"v_pila1245_359","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-anoḳ-ole-k","l-anʔo-le","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-a'ḳaya","l-anoḳ-ole-k","l-anʔo-le"
"v_pitt1247_364","thithi","kaɹko","kaku","thithi","kaku","thithi","tyarta","yarnti","tyarta","yarnti","tyarta","yarnti","tyarta","yarnti","kaku","thithi","kaku","thithi","wangi","wangi","thithi","kaɹko","kaku","thithi","kaku","thithi","tyarta","yarnti","tyarta","yarnti","tyarta","yarnti","tyarta","yarnti","kaku","thithi","kaku","thithi","wangi","wangi"
"v_polc1243_366","yees","waas","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","win yees","waas","yees","waas","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","yees","win yees","waas"
"v_poli1260_367","brat","siostra","siostra stryjeczna","brat stryjeczny","siostra stryjeczna","brat stryjeczny","cioteczna siostra ze strony ojca","cioteczny brat ze strony ojca","cioteczna siostra ze strony ojca","cioteczny brat ze strony ojca","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","brat","siostra","brat","siostra","siostra stryjeczna","brat stryjeczny","siostra stryjeczna","brat stryjeczny","cioteczna siostra ze strony ojca","cioteczny brat ze strony ojca","cioteczna siostra ze strony ojca","cioteczny brat ze strony ojca","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","siostra cioteczna","brat cioteczny","brat","siostra"
"v_port1283_368","irmão mais velho","irmã mais velha","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","irmão mais novo","irmã mais nova","irmão mais velho","irmã mais velha","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","irmão mais novo","irmã mais nova"
"v_puel1244_158","ukɨčɨ","ugɨpa-c̷ɨm","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","c̷awne-xna","ugɨpa-c̷ɨm","ukɨčɨ","ugɨpa-c̷ɨm","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","kɨnɨ","c̷awne-xna","ugɨpa-c̷ɨm"
"v_pume1238_371","o-mẽ","o-yĩ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","ayĩ-mãĩ","ayĩ-kaĩ","o-mẽ","o-yĩ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","o-mẽ","ayĩ-mãĩ","ayĩ-kaĩ"
"v_qawa1238_375","taḳsoḳte","taḳsoḳte-seles","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","are","are-seles","taḳsoḳte","taḳsoḳte-seles","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","yerwasḳe","are","are-seles"
"v_roma1327_379","nene","tatǎ","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","frate","sorǎ","nene","tatǎ","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","varǎ","vǎr","frate","sorǎ"
"v_rotu1241_381","sag'veveni","sasigi mafua","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sasigi","sag'veveni","sag'veveni mokoī","sasigi mokoī","sasigi mafua","saghoni","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","saghoni","sasigi","sasigi mokoī","saghoni mokoī"
"v_russ1263_383","brat","sestra","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","brat","sestra","brat","sestra","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","dvojúrodnaja sestrá","dvojúrodnyj brat","brat","sestra"
"v_saka1287_386","nanå","nanå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","nanå","nanå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå","bwå"
"v_samo1305_388","tuagane","uso","uso","tuagane","uso","tuagane","uso","tuagane","uso","tuagane","uso","tuagane","uso","tuagane","uso","tuagane","uso","tuagane","tei","uso","uso","tuafafine","tuafafine","uso","tuafafine","uso","tuafafine","uso","tuafafine","uso","tuafafine","uso","tuafafine","uso","tuafafine","uso","tuafafine","uso","tei","tuafafine"
"v_sans1269_394","agraja","agrajā","bhaginī","bhrātṛ","bhaginī","bhrātṛ","pitṛṣvasrīya","bhrātṛ","pitṛṣvasrīya","bhrātṛ","svasṛ","bhrātṛ","svasṛ","bhrātṛ","svasṛ","mātṛṣvasrīya","svasṛ","mātṛṣvasrīya","avaraja","avarajā","agraja","agrajā","bhaginī","bhrātṛ","bhaginī","bhrātṛ","pitṛṣvasrīya","bhrātṛ","pitṛṣvasrīya","bhrātṛ","svasṛ","bhrātṛ","svasṛ","bhrātṛ","svasṛ","mātṛṣvasrīya","svasṛ","mātṛṣvasrīya","avaraja","avarajā"
"v_sans1272_389","mpangi","mpangi","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mbunji","mbunji","mpangi","mpangi","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mwana a ngwa ankaji","mbunji","mbunji"
"v_sard1257_395","frade","sorre","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","frade","sorre","frade","sorre","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","sorrasta","fradile","frade","sorre"
"v_sate1242_396","bruur","suster","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","bruur","suster","bruur","suster","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","nichte","fädder","bruur","suster"
"v_serb1264_402","brat","sestra","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","brat","sestra","brat","sestra","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","rodjakinja","rodjak","brat","sestra"
"v_shin1265_384","šu","riši","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","kʼaʔdɨ šu","kʼaʔdɨ riši","šu","riši","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","xɨdiymar","kʼaʔdɨ šu","kʼaʔdɨ riši"
"v_ship1254_407","jóchi","chípi","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","chío","chío","jóchi","chípi","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","ráncho","jóncho","chío","chío"
"v_sind1272_409","dādo","dādī","sauṭi","sauṭo","sauṭi","sauṭo","puphāṭī","puphāṭu","puphāṭī","puphāṭu","māroṭi","māroṭu","māroṭi","māroṭu","māsāti","masātu","māsāti","masātu","bhāu","bheṇu","dādo","dādī","sauṭi","sauṭo","sauṭi","sauṭo","puphāṭī","puphāṭu","puphāṭī","puphāṭu","māroṭi","māroṭu","māroṭi","māroṭu","māsāti","masātu","māsāti","masātu","bhāu","bheṇu"
"v_sinh1246_410","ayya","akka","akka","aiya","naƞgi","malli","næna","massina","næna","massina","næna","massina","næna","massina","akka","aiya","naƞgi","malli","malli","nangi","ayya","akka","akka","aiya","naƞgi","malli","næna","massina","næna","massina","næna","massina","næna","massina","akka","aiya","naƞgi","malli","malli","nangi"
"v_slov1268_415","brȁt","séstra","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","brȁt","séstra","brȁt","séstra","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","sestrîčna","brátranəc","brȁt","séstra"
"v_slov1269_414","brat","sestra","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","brat","sestra","brat","sestra","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","sesternica","bratanec","brat","sestra"
"v_soga1242_416","mwanhina omukulu","muganda omukulu","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","mwanhina","muganda","muganda omukulu","mwanhina omukulu","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","luganda","muganda","mwanhina"
"v_song1299_327","yéy","yéy","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","lék","lék","yéy","yéy","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","mótil","lék","lék"
"v_sout1528_401","brat","sestra","sestra od strica","bratić","sestra od strica","bratić","sestra od tetke","brat od tetke","sestra od tetke","brat od tetke","sestra od ujaka","brat od ujaka","sestra od ujaka","brat od ujaka","sestra od tetke","brat od tetke","sestra od tetke","brat od tetke","brat","sestra","brat","sestra","sestra od strica","bratić","sestra od strica","bratić","sestra od tetke","brat od tetke","sestra od tetke","brat od tetke","sestra od ujaka","brat od ujaka","sestra od ujaka","brat od ujaka","sestra od tetke","brat od tetke","sestra od tetke","brat od tetke","brat","sestra"
"v_sout2959_108","gundee","sembade","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sechie","sedéa","gundee","sembade","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sóot’į","sechie","sedéa"
"v_sout2976_419","xiix","xiix","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","xiku","mia'n jaduuñ","xiix","xiix","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","mia'n jaduuñ","xiku","mia'n jaduuñ"
"v_stan1288_426","hermano mayor","hermana mayor","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","hermano menor","hermana menor","hermano mayor","hermana mayor","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","prima","primo","hermano menor","hermana menor"
"v_stan1289_422","germà","germana","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","germà","germana","germà","germana","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","cosina","cosí","germà","germana"
"v_stan1290_424","ainé","ainée","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","frère","soeur","ainé","ainée","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","cousine","cousin","frère","soeur"
"v_stan1293_423","brother","sister","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","brother","sister","brother","sister","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","cousin","brother","sister"
