"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"v_stan1295_425","Bruder","Schwester","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Bruder","Schwester","Bruder","Schwester","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Cousine","Cousin","Bruder","Schwester"
"v_suku1259_427","yâya","yâya","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","mpangi yakala","múkomba","yâya","yâya","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","kísoni","mulêki","mpangi nkento"
"v_swed1254_432","broder","syster","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","yngre bror","yngre syster","broder","syster","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","syskon-barn","yngre bror","yngre syster"
"v_tahi1242_434","tua'ane","tua'ana","tua'ana","tua'ane","teina","tua'ane","tua'ana","tua'ane","teina","tua'ane","tua'ana","tua'ane","teina","tua'ane","tua'ana","tua'ane","teina","tua'ane","tua'ane","teina","tua'ana","tuahine","tuahine","tua'ana","tuahine","teina","tuahine","tua'ana","tuahine","teina","tuahine","tua'ana","tuahine","teina","tuahine","tua'ana","tuahine","teina","teina","tuahine"
"v_tana1285_437","analahy","rahavavy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","rahavavy","analahy","analahy","rahavavy","rahalahy","anakavy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","anakavy","rahalahy","rahalahy","anakavy"
"v_tapi1254_438","che-kuwyra","che-rykera","che-rykera","che-kuwyra","che-kypýura","che-kuwyra","che-rykera","che-kuwyra","che-kypýura","che-kuwyra","che-rykera","che-kuwyra","che-kypýura","che-kuwyra","che-rykera","che-kuwyra","che-kypýura","che-kuwyra","che-kuwyra","che-kypýura","che-rikayra","che-rinyra","che-rinyra","che-rikayra","che-rinyra","che-riwyra","che-rinyra","che-rikayra","che-rinyra","che-riwyra","che-rinyra","che-rikayra","che-rinyra","che-riwyra","che-rinyra","che-rikayra","che-rinyra","che-riwyra","che-riwyra","che-rinyra"
"v_tehu1242_440","gō","gō","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","gō","gō","gō","gō","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","heʔw","gō","gō"
"v_telu1262_441","sōdaruḍu","bhagini","sōdari","sōdaruḍu","sōdari","sōdaruḍu","vodine","bāmmardi","vodine","bāmmardi","vodine","bāmmardi","vodine","bāmmardi","sōdari","sōdaruḍu","sōdari","sōdaruḍu","tammuDu","cellelu","sōdaruḍu","bhagini","sōdari","sōdaruḍu","sōdari","sōdaruḍu","vodine","bāmmardi","vodine","bāmmardi","vodine","bāmmardi","vodine","bāmmardi","sōdari","sōdaruḍu","sōdari","sōdaruḍu","tammuDu","cellelu"
"v_temb1276_442","he-kiwyra","he-rikéra","he-rikéra","he-kiwyra","he-kipiyra","he-kiwyra","he-rikéra","he-kiwyra","he-kipiyra","he-kiwyra","he-rikéra","he-kiwyra","he-kipiyra","he-kiwyra","he-rikéra","he-kiwyra","he-kipiyra","he-kiwyra","he-kiwyra","he-kipiyra","he-rikiyra","he-reinyra","he-reinyra","he-rikiyra","he-reinyra","he-riwyra","he-reinyra","he-rikiyra","he-reinyra","he-riwyra","he-reinyra","he-rikiyra","he-reinyra","he-riwyra","he-reinyra","he-rikiyra","he-reinyra","he-riwyra","he-riwyra","he-reinyra"
"v_tenh1241_444","-reky'yra-","-rendyr-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-rey'reta-","-rendyr-","-reky'yra-","-rendyr-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-reky'yra-","-reky'yra-","-rey'reta-","-rey'reta-","-rey'reta-","-rendyr-"
"v_tiko1237_446","kave","taina","kave","kave","taina","kave","taina","kave","taina","kave","kave","taina","taina","kave","taina","kave","taina","kave","kave","taina","taina","kave","taina","taina","kave","taina","kave","taina","kave","taina","taina","kave","kave","taina","kave","taina","kave","taina","taina","kave"
"v_tivv1240_447","wangban u vesen","wangban u vesen","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wangban u kiriki","wangban u kiriki","wangban u vesen","wangban u vesen","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wanngo","wangban u kiriki","wangban u kiriki"
"v_toba1269_449","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-anoḳ","l-anoʔo","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-ḳaya","l-anoḳ","l-anoʔo"
"v_tong1325_457","tuonga'ane","ta'okete","ta'okete","tuonga'ane","tehina","tuonga'ane","ta'okete","tuonga'ane","tehina","tuonga'ane","ta'okete","tuonga'ane","tehina","tuonga'ane","ta'okete","tuonga'ane","tehina","tuonga'ane","tuonga'ane","tehina","ta'okete","tuofefine","tuofefine","ta'okete","tuofefine","tehina","tuofefine","ta'okete","tuofefine","tehina","tuofefine","ta'okete","tuofefine","tehina","tuofefine","ta'okete","tuofefine","tehina","tehina","tuofefine"
"v_toor1238_459","munyanya","mugenzi","mwenekati","mwene","mwenekati","mwene","mwenekati","mwene","mwenekati","mwene","nyinento","nyinarumi","nyinento","nyinarumi","nyinento","nyinarumi","nyinento","nyinarumi","munyanya","mugenzi","mugenzi","munyanya","mwenekati","mwene","mwenekati","mwene","mwenekati","mwene","mwenekati","mwene","nyinento","nyinarumi","nyinento","nyinarumi","nyinento","nyinarumi","nyinento","nyinarumi","mugenzi","munyanya"
"v_tosk1239_7","və'la","motər","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","və'la","lʸoče","və'la","motər","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","kušə'ri","və'la","lʸoče"
"v_tuam1242_376","tugane","tuakana","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tuakana","tugane","teina","tugane","tugane","teina","tuakana","tuahine","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","tuahine","tuakana","tuahine","teina","teina","tuahine"
"v_tuva1244_129","tuangane matuaatu","taina matuaatu","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","tuangane foolikiifoo","taina foolikiifoo","taina matuaatu","tuangane matuaatu","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","fakatau tuangane","fakatau taina","taina foolikiifoo","tuangane foolikiifoo"
"v_udmu1245_474","vɩn","suzer̃","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","vɩn","suzer̃","vɩn","suzer̃","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","čužodig","vɩn","suzer̃"
"v_ukra1253_475","starshyy brat","starsha sestra","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","molodshyy brat","molodsha sestra","starshyy brat","starsha sestra","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","kuzy'na","kuzén","molodshyy brat","molodsha sestra"
"v_urdu1245_479","bara bhai","āpā","chacēri bahen","chacērā bhā'i","chacēri bahen","chacērā bhā'i","phuphēri bahen","phuphērā bhā'i","phuphēri bahen","phuphērā bhā'i","māmūzād bahin","mamerā bhāi","māmūzād bahin","mamerā bhāi","Xālāzād bahin","Xālāzād bhāi","Xālāzād bahin","Xālāzād bhāi","chota bhai","bahen","bara bhai","āpā","chacēri bahen","chacērā bhā'i","chacēri bahen","chacērā bhā'i","phuphēri bahen","phuphērā bhā'i","phuphēri bahen","phuphērā bhā'i","māmūzād bahin","mamerā bhāi","māmūzād bahin","mamerā bhāi","Xālāzād bahin","Xālāzād bhāi","Xālāzād bahin","Xālāzād bhāi","chota bhai","bahen"
"v_utee1244_421","papiny","paciny","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","cahkany","naminy","papiny","paciny","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","paciny","papiny","naminy","cahkany","cahkany","naminy"
"v_veps1250_481","veik","čižoi","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","ve|l'l'","čikoi","veik","čižoi","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","sestrii","bratan","ve|l'l'","čikoi"
"v_waiw1244_484","oy-akno","oy-eΦeka","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-eΦeka","oy-akno","oy-eΦeka","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-akno","oy-eΦeka"
"v_wall1255_488","frè","sour","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","frè","sour","frè","sour","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","kizeinn","kizein","frè","sour"
"v_wang1291_304","piŋi","naɹpoːe","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kalpamay","puurrii","piŋi","naɹpoːe","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kan","kalpamay","puurrii"
"v_wapi1253_492","-inawɨẓa","-ˀdaˀdakʰuu","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-ˀdawiʔičʰan","-ˀdawiʔičʰan","-inawɨẓa","-ˀdaˀdakʰuu","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-iriˀban","-ˀdawiʔičʰan","-ˀdawiʔičʰan"
"v_warl1254_496","murrkardi","kaku","kapi","kukurnu","kapi","kukurnu","cukana","wankili","cukana","wankili","cukana","wankili","cukana","wankili","murrkardi","murrkardi","murrkardi","murrkardi","tyitya","tyitya","murrkardi","kaku","kapi","kukurnu","kapi","kukurnu","cukana","wankili","cukana","wankili","cukana","wankili","cukana","wankili","murrkardi","murrkardi","murrkardi","murrkardi","tyitya","tyitya"
"v_waur1244_501","-tu-ka'ka","-tu-kaka-lu","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-se-žɨ","-se-žu","-tu-ka'ka","-tu-kaka-lu","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-tanu'le","-se-žɨ","-se-žu"
"v_wayu1243_503","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","te-mɨľia","ta-šunuu","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","ta-waľa","te-mɨľia","ta-šunuu"
"v_wels1247_282","brawd","chwaer","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","brawd iau","chwaer iau","brawd","chwaer","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","cyfnither","cefnder","brawd iau","chwaer iau"
"v_west1508_45","neba nagusia","ahizpa","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","neba gatzea","ahizpa","anaia","arreba nagusia","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","lehengusina","lehengusua","anaia","arreba gaztea"
"v_west2369_505","berɑdær","xɑhær","doxtar-e-amu","pesar-e-amu","doxtar-e-amu","pesar-e-amu","doxtar-e-amme","pesar-e-amme","doxtar-e-amme","pesar-e-amme","doxtar-e-dãi","pesar-e-dãi","doxtar-e-dãi","pesar-e-dãi","doxtar-e-xãle","pesar-e-xãle","doxtar-e-xãle","pesar-e-xãle","dɑdær","apa","berɑdær","xɑhær","doxtar-e-amu","pesar-e-amu","doxtar-e-amu","pesar-e-amu","doxtar-e-amme","pesar-e-amme","doxtar-e-amme","pesar-e-amme","doxtar-e-dãi","pesar-e-dãi","doxtar-e-dãi","pesar-e-dãi","doxtar-e-xãle","pesar-e-xãle","doxtar-e-xãle","pesar-e-xãle","dɑdær","apa"
"v_west2386_506","bharā prā","bhaiṇa","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","nikka prā","chuṭērī bhaiṇa","bharā prā","bhaiṇa","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","masera","nikka prā","chuṭērī bhaiṇa"
"v_west2615_504","cìkìsń","cílà'","cìlà","cìkìsń","cìlà","cìkìsń","sìzéˑdé","cìkìsń","sìzéˑdé","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìkìsń","cílà'","cìkìsń","cílà'","cìlà","cìkìsń","cìlà","cìkìsń","sìzéˑdé","cìkìsń","sìzéˑdé","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìlà","cìkìsń","cìkìsń","cílà'"
"v_wira1262_509","kaaka","katyi","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","kaakang","muukan","kaaka","katyi","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","wunaɹikayin","kaakang","muukan"
"v_wulg1239_513","katha","apaRi","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","ruti","apaRi","katha","apaRi","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","kuri","ruti","apaRi"
"v_wuvu1239_514","ʔari","tafi","tafi","ʔari","tafi","ʔari","tafi","ʔari","tafi","ʔari","tafi","ʔari","tafi","ʔari","tafi","ʔari","tafi","ʔari","ʔari","tafi","lofu","ʔari","ʔari","lofu","ʔari","lofu","ʔari","lofu","ʔari","lofu","ʔari","lofu","ʔari","lofu","ʔari","lofu","ʔari","lofu","lofu","ʔari"
"v_yaka1269_516","makyani","pangi","kisoni","kisoni","kisoni","kisoni","bana","bana","bana","bana","kisoni","pikanu","kisoni","pikanu","kisoni","kisoni","kisoni","kisoni","makyani","pangi","makyani","pangi","kisoni","kisoni","kisoni","kisoni","pikanu","tata","pikanu","tata","kisoni","bana","kisoni","bana","kisoni","kisoni","kisoni","kisoni","makyani","pangi"
"v_yaka1272_515","kádí-wà-pàé","kádí-wà-mòétò","kádf","kádf","kádf","kádf","kádf","kádf","kádf","kádf","mɔ̀ná","kɔ̀kɔ̀","mɔ̀ná","ndàlà","mɔ̀ná","mɔ̀ná","mɔ̀ná","mɔ̀ná","kádí-wà-pàé","kádí-wà-mòétò","kádí-wà-pàé","kádí-wà-mòétò","kádf","kádf","kádf","kádf","kádf","kádf","kádf","kádf","mɔ̀ná","kɔ̀kɔ̀","mɔ̀ná","ndàlà","mɔ̀ná","mɔ̀ná","mɔ̀ná","mɔ̀ná","kádí-wà-pàé","kádí-wà-mòétò"
"v_yala1262_517","thawirti","thirrirri","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kanamu","kanamu","thawirti","thirrirri","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kaŋu","kanamu","kanamu"
"v_yama1264_518","waym","way-kipa","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","ašouwa","uš-kipa","waym","way-kipa","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","šamakuš","ašouwa","uš-kipa"
"v_yami1254_519","kaka","kaka","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","wari","wari","kaka","kaka","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kateysa","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","kaposing","wari","wari"
"v_yavi1244_527","ic̷i-naha","ľ̥inia-naha","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","ic̷i-naha","ľ̥inia-naha","ic̷i-naha","ľ̥inia-naha","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","primu]","ic̷i-naha","ľ̥inia-naha"
